realSum_avg,person_capacity_avg,cleanliness_rating_avg,guest_satisfaction_overall_avg,dist_avg,metro_dist_avg,attr_index_avg,attr_index_norm_avg,rest_index_avg,rest_index_norm_avg,lng_avg,lat_avg
-0.7210541885576303,-0.6859400368874248,-2.774883651572829,-1.9413373546256927,0.14967184041268236,-0.4581639947743669,-0.42011082070481925,-0.4201108207048191,-0.40429277914158657,-0.4042927791415869,0.9628427954138423,0.6956944326957772
-0.49296226350362127,-0.6859400368874248,0.6997813751491168,0.44966495026647224,-0.19964008326975757,0.3532969940805519,-0.34670491744819243,-0.3467049174481926,-0.2472681137973691,-0.2472681137973694,0.4445658085933768,1.2086019076655117
-0.5008522357539172,0.11365391198915491,0.6997813751491168,0.36110930934454016,-0.27067973294560255,-0.4477242210798006,-0.1498694953781855,-0.1498694953781847,-0.1979625043190032,-0.19796250431900372,-0.4601977312560644,1.393748996191304
-0.5403020970053967,-0.6859400368874248,-0.16888488153136966,-0.3473358180309161,-1.210065960661559,-0.6987075694531812,1.0446439377381356,1.044643937738136,1.0371132443351079,1.0371132443351088,0.12826876749380145,0.5512046440151697
0.14684275897491947,0.11365391198915491,-1.9062173948923427,-2.2955599183134208,-0.30963138539025625,-0.523736653186667,0.14119014608210181,0.14119014608210192,0.17805919479766627,0.17805919479766585,-1.0839070651097216,-0.29603093506611017
-0.010239415826426422,-0.6859400368874248,-0.16888488153136966,0.18399802750067612,-0.31827276144616257,-0.526390090894646,0.16099306190748286,0.16099306190748286,0.20497697754856326,0.2049769775485629,-1.0850916982224539,-0.2728875490003861
0.2221561304550167,-0.6859400368874248,0.6997813751491168,0.5382205911884043,-1.3089135207327585,-0.6029746542009192,1.2602051680135553,1.2602051680135555,1.1690448964904379,1.1690448964904374,0.06726016218807811,0.5246210248856428
-0.34377006095257145,-0.6859400368874248,-0.16888488153136966,-0.2587801771089841,-1.0710868355773748,-0.37147967393849257,0.690493877693854,0.6904938776938537,0.8054012820166807,0.8054012820166812,-0.024696983187781733,0.8004651669120956
0.24582604720590434,0.9132478608657346,-0.16888488153136966,-0.3473358180309161,-1.418618396314991,-0.703796549758415,1.652516623386452,1.6525166233864532,2.1697416084264716,2.169741608426471,-0.3174494411717989,0.5352544725374979
-0.6973842718067425,-0.6859400368874248,0.6997813751491168,0.5382205911884043,2.763402299007671,3.3783394570171326,-1.161860392512215,-1.161860392512215,-1.1214950043076524,-1.1214950043076528,2.26934503961869,-1.413168435427133
-0.12787172937629254,0.9132478608657346,-1.037551138211856,-0.17022453618705205,0.8848638578329842,0.21790348938504864,-0.7999771430782014,-0.7999771430782013,-0.767123940138182,-0.7671239401381825,1.292763117309843,1.102580179607851
0.6388901193115548,-0.6859400368874248,0.6997813751491168,0.6267762321103363,-0.010379972692089932,0.4520084758635284,-0.49789898578252145,-0.4978989857825215,-0.4107992337981588,-0.41079923379815914,-0.6744682455215537,-1.1929935193424186
-0.6034218750077639,-0.6859400368874248,0.6997813751491168,0.6267762321103363,0.06400414598666385,-0.2262198746182095,-0.5706042286269177,-0.5706042286269175,-0.5471526614624443,-0.5471526614624447,-0.16907414380205418,-1.394090779345883
-0.6263745215540792,-0.6859400368874248,0.6997813751491168,0.6267762321103363,0.5699491351867997,-0.4277832643538272,-0.6632255891854595,-0.6632255891854592,-0.633733607319671,-0.6337336073196715,1.1908846696148472,0.8048436453570164
-0.8307965298572004,-0.6859400368874248,0.6997813751491168,0.8038875139542003,3.935619053342697,3.735011141905263,-1.2873196151669537,-1.2873196151669537,-1.2322953445949965,-1.232295344594997,3.1803279033099767,-0.514642108848813
2.3675113123309304,2.512435758618894,-0.16888488153136966,0.18399802750067612,-0.7095830368254451,-0.6629687411463064,1.489663885178262,1.489663885178262,0.578589726359589,0.5785897263595888,-0.8373552985222715,-0.28008076358821626
-0.6859079485335847,-0.6859400368874248,0.6997813751491168,0.6267762321103363,1.0803875001745098,1.6381502725182349,-0.9338466110647851,-0.933846611064785,-0.8944749883741933,-0.8944749883741937,0.10398378868278531,-2.134991881908833
-0.18597061594665334,-0.6859400368874248,0.6997813751491168,0.7153318730322683,-1.1567858338521675,-0.5038504384339898,1.5231921920292388,1.5231921920292397,0.8807485371022236,0.880748537102224,0.2656862085707705,-0.0007963884979605687
-0.06833830239678707,-0.6859400368874248,0.6997813751491168,0.44966495026647224,-1.1109510311478925,-0.44545830637916617,0.7857767355794212,0.7857767355794212,0.8743760066767069,0.8743760066767069,0.13670927842202046,0.6447164336591839
-0.028888441145307652,-0.6859400368874248,0.6997813751491168,0.5382205911884043,-0.9671014648998268,-0.5192524795482133,0.5365187969580149,0.536518796958015,0.5850048067808414,0.5850048067808413,0.12634373868561108,0.7917082100224763
